"","year","state","gender","statistic","gross_income_euros"
"2153",2015,"Extremadura","male","90th_percentile",36131.57
"2154",2014,"Extremadura","male","90th_percentile",35999.82
"2155",2013,"Extremadura","male","90th_percentile",37415
"2156",2012,"Extremadura","male","90th_percentile",37974.39
"2157",2011,"Extremadura","male","90th_percentile",35531.1
"2158",2010,"Extremadura","male","90th_percentile",35497.76
"2159",2009,"Extremadura","male","90th_percentile",34406.04
"2160",2008,"Extremadura","male","90th_percentile",32517.56
"2161",2017,"Galicia","both","mean",21605.88
"2162",2016,"Galicia","both","mean",21082.12
"2163",2015,"Galicia","both","mean",20624.55
"2164",2014,"Galicia","both","mean",20195.89
"2165",2013,"Galicia","both","mean",19824.66
"2166",2012,"Galicia","both","mean",19389.2
"2167",2011,"Galicia","both","mean",19970.29
"2168",2010,"Galicia","both","mean",20241.99
"2169",2009,"Galicia","both","mean",19806.66
"2170",2008,"Galicia","both","mean",19156.41
"2171",2017,"Galicia","both","10th_percentile",8588.31
"2172",2016,"Galicia","both","10th_percentile",8161.71
"2173",2015,"Galicia","both","10th_percentile",8028.43
"2174",2014,"Galicia","both","10th_percentile",7736.9
"2175",2013,"Galicia","both","10th_percentile",7763.16
"2176",2012,"Galicia","both","10th_percentile",7815.32
"2177",2011,"Galicia","both","10th_percentile",8287.56
"2178",2010,"Galicia","both","10th_percentile",8828.16
"2179",2009,"Galicia","both","10th_percentile",8742.56
"2180",2008,"Galicia","both","10th_percentile",8400
"2181",2017,"Galicia","both","lower_quartile",13571.11
"2182",2016,"Galicia","both","lower_quartile",13136.33
"2183",2015,"Galicia","both","lower_quartile",13199.46
"2184",2014,"Galicia","both","lower_quartile",12629.69
"2185",2013,"Galicia","both","lower_quartile",12815.14
"2186",2012,"Galicia","both","lower_quartile",12718.73
"2187",2011,"Galicia","both","lower_quartile",12962.34
"2188",2010,"Galicia","both","lower_quartile",13025.44
"2189",2009,"Galicia","both","lower_quartile",12730.61
"2190",2008,"Galicia","both","lower_quartile",12293.82
"2191",2017,"Galicia","both","median",18529.26
"2192",2016,"Galicia","both","median",18146.24
"2193",2015,"Galicia","both","median",17599.99
"2194",2014,"Galicia","both","median",17379.48
"2195",2013,"Galicia","both","median",17187.12
"2196",2012,"Galicia","both","median",16632.45
"2197",2011,"Galicia","both","median",16873.88
"2198",2010,"Galicia","both","median",17216.32
"2199",2009,"Galicia","both","median",16569.15
"2200",2008,"Galicia","both","median",16150.71
"2201",2017,"Galicia","both","upper_quartile",26408.89
"2202",2016,"Galicia","both","upper_quartile",25610.76
"2203",2015,"Galicia","both","upper_quartile",25004.71
"2204",2014,"Galicia","both","upper_quartile",24364.24
"2205",2013,"Galicia","both","upper_quartile",23692.12
"2206",2012,"Galicia","both","upper_quartile",22687.5
"2207",2011,"Galicia","both","upper_quartile",23677.36
"2208",2010,"Galicia","both","upper_quartile",24002.79
"2209",2009,"Galicia","both","upper_quartile",23633.22
"2210",2008,"Galicia","both","upper_quartile",23001.97
"2211",2017,"Galicia","both","90th_percentile",37886.92
"2212",2016,"Galicia","both","90th_percentile",36900.42
"2213",2015,"Galicia","both","90th_percentile",36302.05
"2214",2014,"Galicia","both","90th_percentile",35829.68
"2215",2013,"Galicia","both","90th_percentile",34654.73
"2216",2012,"Galicia","both","90th_percentile",33584.64
"2217",2011,"Galicia","both","90th_percentile",35362.51
"2218",2010,"Galicia","both","90th_percentile",34931.71
"2219",2009,"Galicia","both","90th_percentile",35429.35
"2220",2008,"Galicia","both","90th_percentile",33906.64
"2221",2017,"Galicia","female","mean",18833.53
"2222",2016,"Galicia","female","mean",18294.47
"2223",2015,"Galicia","female","mean",18093.26
"2224",2014,"Galicia","female","mean",17797.03
"2225",2013,"Galicia","female","mean",17258.21
"2226",2012,"Galicia","female","mean",16727.15
"2227",2011,"Galicia","female","mean",17291.96
"2228",2010,"Galicia","female","mean",17691.11
"2229",2009,"Galicia","female","mean",17342.32
"2230",2008,"Galicia","female","mean",16646.42
"2231",2017,"Galicia","female","10th_percentile",6405.42
"2232",2016,"Galicia","female","10th_percentile",6436.32
"2233",2015,"Galicia","female","10th_percentile",6243.19
"2234",2014,"Galicia","female","10th_percentile",6312.85
"2235",2013,"Galicia","female","10th_percentile",6146.13
"2236",2012,"Galicia","female","10th_percentile",6383.01
"2237",2011,"Galicia","female","10th_percentile",6598.23
"2238",2010,"Galicia","female","10th_percentile",6990.04
"2239",2009,"Galicia","female","10th_percentile",6724.95
"2240",2008,"Galicia","female","10th_percentile",6476.36
"2241",2017,"Galicia","female","lower_quartile",11191.79
"2242",2016,"Galicia","female","lower_quartile",10970.63
"2243",2015,"Galicia","female","lower_quartile",10985.34
"2244",2014,"Galicia","female","lower_quartile",10547.4
"2245",2013,"Galicia","female","lower_quartile",10712.48
"2246",2012,"Galicia","female","lower_quartile",10731.64
"2247",2011,"Galicia","female","lower_quartile",10372.49
"2248",2010,"Galicia","female","lower_quartile",10755.09
"2249",2009,"Galicia","female","lower_quartile",10593.37
"2250",2008,"Galicia","female","lower_quartile",10201.5
"2251",2017,"Galicia","female","median",15970.06
"2252",2016,"Galicia","female","median",15542.62
"2253",2015,"Galicia","female","median",15430.38
"2254",2014,"Galicia","female","median",15130.99
"2255",2013,"Galicia","female","median",15005.56
"2256",2012,"Galicia","female","median",14629.68
"2257",2011,"Galicia","female","median",14826.52
"2258",2010,"Galicia","female","median",14992.42
"2259",2009,"Galicia","female","median",14605.25
"2260",2008,"Galicia","female","median",13859.44
"2261",2017,"Galicia","female","upper_quartile",23173.85
"2262",2016,"Galicia","female","upper_quartile",22561.92
"2263",2015,"Galicia","female","upper_quartile",22072.65
"2264",2014,"Galicia","female","upper_quartile",22151.79
"2265",2013,"Galicia","female","upper_quartile",21077.55
"2266",2012,"Galicia","female","upper_quartile",20103.78
"2267",2011,"Galicia","female","upper_quartile",21313.71
"2268",2010,"Galicia","female","upper_quartile",21709.52
"2269",2009,"Galicia","female","upper_quartile",21676.96
"2270",2008,"Galicia","female","upper_quartile",20256.48
"2271",2017,"Galicia","female","90th_percentile",33958.8
"2272",2016,"Galicia","female","90th_percentile",32918.8
"2273",2015,"Galicia","female","90th_percentile",32281.98
"2274",2014,"Galicia","female","90th_percentile",32264.92
"2275",2013,"Galicia","female","90th_percentile",30224.91
"2276",2012,"Galicia","female","90th_percentile",28952.09
"2277",2011,"Galicia","female","90th_percentile",30532.17
"2278",2010,"Galicia","female","90th_percentile",31698.56
"2279",2009,"Galicia","female","90th_percentile",32739.77
"2280",2008,"Galicia","female","90th_percentile",30915.5
"2281",2017,"Galicia","male","mean",24321.64
"2282",2016,"Galicia","male","mean",23774.21
"2283",2015,"Galicia","male","mean",23189.76
"2284",2014,"Galicia","male","mean",22505.05
"2285",2013,"Galicia","male","mean",22522.55
"2286",2012,"Galicia","male","mean",22059.69
"2287",2011,"Galicia","male","mean",22381.85
"2288",2010,"Galicia","male","mean",22626.21
"2289",2009,"Galicia","male","mean",21829.8
"2290",2008,"Galicia","male","mean",21105.6
"2291",2017,"Galicia","male","10th_percentile",12287.88
"2292",2016,"Galicia","male","10th_percentile",11817.54
"2293",2015,"Galicia","male","10th_percentile",12014.48
"2294",2014,"Galicia","male","10th_percentile",10505.75
"2295",2013,"Galicia","male","10th_percentile",11581.7
"2296",2012,"Galicia","male","10th_percentile",11128.53
"2297",2011,"Galicia","male","10th_percentile",11897.35
"2298",2010,"Galicia","male","10th_percentile",12100.63
"2299",2009,"Galicia","male","10th_percentile",11778.96
"2300",2008,"Galicia","male","10th_percentile",11384.98
"2301",2017,"Galicia","male","lower_quartile",16269
"2302",2016,"Galicia","male","lower_quartile",15918.42
"2303",2015,"Galicia","male","lower_quartile",15812.2
"2304",2014,"Galicia","male","lower_quartile",15213.71
"2305",2013,"Galicia","male","lower_quartile",15370.94
"2306",2012,"Galicia","male","lower_quartile",14907.87
"2307",2011,"Galicia","male","lower_quartile",14979.71
"2308",2010,"Galicia","male","lower_quartile",15403.59
"2309",2009,"Galicia","male","lower_quartile",14575.86
"2310",2008,"Galicia","male","lower_quartile",14386.25
"2311",2017,"Galicia","male","median",20715.71
"2312",2016,"Galicia","male","median",20204.71
"2313",2015,"Galicia","male","median",19646.2
"2314",2014,"Galicia","male","median",19060.07
"2315",2013,"Galicia","male","median",19081.44
"2316",2012,"Galicia","male","median",18257.96
"2317",2011,"Galicia","male","median",18251.71
"2318",2010,"Galicia","male","median",18574.49
"2319",2009,"Galicia","male","median",17724.17
"2320",2008,"Galicia","male","median",17253.93
"2321",2017,"Galicia","male","upper_quartile",29016.67
"2322",2016,"Galicia","male","upper_quartile",27904.96
"2323",2015,"Galicia","male","upper_quartile",27688.75
"2324",2014,"Galicia","male","upper_quartile",26779.27
"2325",2013,"Galicia","male","upper_quartile",26332.74
"2326",2012,"Galicia","male","upper_quartile",25573.85
"2327",2011,"Galicia","male","upper_quartile",25901.53
"2328",2010,"Galicia","male","upper_quartile",25925.22
"2329",2009,"Galicia","male","upper_quartile",25696.95
"2330",2008,"Galicia","male","upper_quartile",24501.56
"2331",2017,"Galicia","male","90th_percentile",41285.28
"2332",2016,"Galicia","male","90th_percentile",40214.8
"2333",2015,"Galicia","male","90th_percentile",39581.63
"2334",2014,"Galicia","male","90th_percentile",38893.89
"2335",2013,"Galicia","male","90th_percentile",37852.8
"2336",2012,"Galicia","male","90th_percentile",37990.38
"2337",2011,"Galicia","male","90th_percentile",38583.63
"2338",2010,"Galicia","male","90th_percentile",38530.71
"2339",2009,"Galicia","male","90th_percentile",38045.54
"2340",2008,"Galicia","male","90th_percentile",36293.34
"2341",2017,"Madrid, Comunidad de","both","mean",27089.12
"2342",2016,"Madrid, Comunidad de","both","mean",26330.14
"2343",2015,"Madrid, Comunidad de","both","mean",26448.04
"2344",2014,"Madrid, Comunidad de","both","mean",26570.35
"2345",2013,"Madrid, Comunidad de","both","mean",26215.36
"2346",2012,"Madrid, Comunidad de","both","mean",26044.39
"2347",2011,"Madrid, Comunidad de","both","mean",25845.2
"2348",2010,"Madrid, Comunidad de","both","mean",25988.95
"2349",2009,"Madrid, Comunidad de","both","mean",25860.65
"2350",2008,"Madrid, Comunidad de","both","mean",25269.61
"2351",2017,"Madrid, Comunidad de","both","10th_percentile",9920.36
"2352",2016,"Madrid, Comunidad de","both","10th_percentile",9619.78
"2353",2015,"Madrid, Comunidad de","both","10th_percentile",9165.01
"2354",2014,"Madrid, Comunidad de","both","10th_percentile",8862.52
"2355",2013,"Madrid, Comunidad de","both","10th_percentile",8884.58
"2356",2012,"Madrid, Comunidad de","both","10th_percentile",9154.8
"2357",2011,"Madrid, Comunidad de","both","10th_percentile",9307.05
"2358",2010,"Madrid, Comunidad de","both","10th_percentile",10101.07
"2359",2009,"Madrid, Comunidad de","both","10th_percentile",9773.58
"2360",2008,"Madrid, Comunidad de","both","10th_percentile",9715.01
"2361",2017,"Madrid, Comunidad de","both","lower_quartile",14697.3
"2362",2016,"Madrid, Comunidad de","both","lower_quartile",14263.26
"2363",2015,"Madrid, Comunidad de","both","lower_quartile",14359.3
"2364",2014,"Madrid, Comunidad de","both","lower_quartile",14275.72
"2365",2013,"Madrid, Comunidad de","both","lower_quartile",14117.55
"2366",2012,"Madrid, Comunidad de","both","lower_quartile",14323.48
"2367",2011,"Madrid, Comunidad de","both","lower_quartile",14192.74
"2368",2010,"Madrid, Comunidad de","both","lower_quartile",14604.68
"2369",2009,"Madrid, Comunidad de","both","lower_quartile",14205.96
"2370",2008,"Madrid, Comunidad de","both","lower_quartile",13915.75
"2371",2017,"Madrid, Comunidad de","both","median",21608.08
"2372",2016,"Madrid, Comunidad de","both","median",21165
"2373",2015,"Madrid, Comunidad de","both","median",21307.78
"2374",2014,"Madrid, Comunidad de","both","median",21579.38
"2375",2013,"Madrid, Comunidad de","both","median",21273.89
"2376",2012,"Madrid, Comunidad de","both","median",21418.48
"2377",2011,"Madrid, Comunidad de","both","median",21045.69
"2378",2010,"Madrid, Comunidad de","both","median",21319.25
"2379",2009,"Madrid, Comunidad de","both","median",20712.42
"2380",2008,"Madrid, Comunidad de","both","median",20269.59
"2381",2017,"Madrid, Comunidad de","both","upper_quartile",34094.32
"2382",2016,"Madrid, Comunidad de","both","upper_quartile",33321.02
"2383",2015,"Madrid, Comunidad de","both","upper_quartile",33382.74
"2384",2014,"Madrid, Comunidad de","both","upper_quartile",33791.93
"2385",2013,"Madrid, Comunidad de","both","upper_quartile",33557.52
"2386",2012,"Madrid, Comunidad de","both","upper_quartile",33429.03
"2387",2011,"Madrid, Comunidad de","both","upper_quartile",33026.05
"2388",2010,"Madrid, Comunidad de","both","upper_quartile",32678.77
"2389",2009,"Madrid, Comunidad de","both","upper_quartile",33000
"2390",2008,"Madrid, Comunidad de","both","upper_quartile",32008.66
"2391",2017,"Madrid, Comunidad de","both","90th_percentile",50280.72
"2392",2016,"Madrid, Comunidad de","both","90th_percentile",49427.2
"2393",2015,"Madrid, Comunidad de","both","90th_percentile",49079.02
"2394",2014,"Madrid, Comunidad de","both","90th_percentile",49985.99
"2395",2013,"Madrid, Comunidad de","both","90th_percentile",49370.05
"2396",2012,"Madrid, Comunidad de","both","90th_percentile",48734.74
"2397",2011,"Madrid, Comunidad de","both","90th_percentile",48212.49
"2398",2010,"Madrid, Comunidad de","both","90th_percentile",47391.3
"2399",2009,"Madrid, Comunidad de","both","90th_percentile",48338.55
"2400",2008,"Madrid, Comunidad de","both","90th_percentile",46748.62
"2401",2017,"Madrid, Comunidad de","female","mean",24029.31
"2402",2016,"Madrid, Comunidad de","female","mean",23371.33
"2403",2015,"Madrid, Comunidad de","female","mean",23470.06
"2404",2014,"Madrid, Comunidad de","female","mean",23326.94
"2405",2013,"Madrid, Comunidad de","female","mean",22959.28
"2406",2012,"Madrid, Comunidad de","female","mean",22841.15
"2407",2011,"Madrid, Comunidad de","female","mean",22585.38
"2408",2010,"Madrid, Comunidad de","female","mean",22721.17
"2409",2009,"Madrid, Comunidad de","female","mean",22048.25
"2410",2008,"Madrid, Comunidad de","female","mean",21787.75
"2411",2017,"Madrid, Comunidad de","female","10th_percentile",8311.22
"2412",2016,"Madrid, Comunidad de","female","10th_percentile",8236.82
"2413",2015,"Madrid, Comunidad de","female","10th_percentile",7992.33
"2414",2014,"Madrid, Comunidad de","female","10th_percentile",7413
"2415",2013,"Madrid, Comunidad de","female","10th_percentile",7665
"2416",2012,"Madrid, Comunidad de","female","10th_percentile",7799.28
"2417",2011,"Madrid, Comunidad de","female","10th_percentile",8100.7
